Kategori,Isi
HRD,Data Karyawan: Dewi Lestari (NIK: 5007436274302993) Gaji Rp 49jt.
Keuangan,"Transfer Rp 4,000,000 ke Bank BRI rek 1213017249 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 218.49.58.212 dengan API Key 26N62ZY0KMVCEC9INXPE terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 8866025259341684) Gaji Rp 23jt.
Keuangan,"Transfer Rp 88,000,000 ke Bank BRI rek 0846289029 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 1318718983392599) Gaji Rp 11jt.
Keuangan,"Transfer Rp 6,000,000 ke Bank BCA rek 3923873656 a/n Dewi Lestari."
Keuangan,"Transfer Rp 48,000,000 ke Bank BRI rek 6661569656 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 98,000,000 ke Bank BCA rek 5385582053 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 243.180.255.177 dengan API Key IGQYUHAKSQ7GQIFSTQJR terdeteksi.
IT Security,Peringatan: Akses server via IP 61.250.47.51 dengan API Key P02IN4J0JHIL2H9BU1BE terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 7100496098981816) Gaji Rp 28jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 2796631478139813) Gaji Rp 42jt.
IT Security,Peringatan: Akses server via IP 137.153.177.116 dengan API Key XAZJRGLYYNHPD7J4OJPF terdeteksi.
Keuangan,"Transfer Rp 41,000,000 ke Bank BRI rek 3079771626 a/n Rizky Pratama."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3426435507554946) Gaji Rp 37jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 3193187923867300) Gaji Rp 17jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 2686033077107112) Gaji Rp 28jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 6244433623955772) Gaji Rp 38jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 6943532946148198) Gaji Rp 7jt.
HRD,Data Karyawan: Budi Santoso (NIK: 4709195262929668) Gaji Rp 28jt.
IT Security,Peringatan: Akses server via IP 38.199.235.144 dengan API Key T3CJA9L3ARZCT5SGT4MF terdeteksi.
Keuangan,"Transfer Rp 76,000,000 ke Bank BRI rek 4884006922 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 93,000,000 ke Bank Mandiri rek 7463564707 a/n Rizky Pratama."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5645813186881798) Gaji Rp 24jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 9998396769356515) Gaji Rp 41jt.
IT Security,Peringatan: Akses server via IP 223.4.250.43 dengan API Key DB4MWADPV429CS6V1WJ5 terdeteksi.
IT Security,Peringatan: Akses server via IP 228.59.138.216 dengan API Key JWPX06WORJVGSFUFD2ZP terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 0771862170690564) Gaji Rp 25jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 6343039118957056) Gaji Rp 16jt.
Keuangan,"Transfer Rp 88,000,000 ke Bank BNI rek 7141307309 a/n Siti Aminah."
HRD,Data Karyawan: Siti Aminah (NIK: 5147842095066533) Gaji Rp 27jt.
Keuangan,"Transfer Rp 33,000,000 ke Bank BRI rek 5263187581 a/n Siti Aminah."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0289129038264254) Gaji Rp 42jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 96,000,000 ke Bank BRI rek 8420415839 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 14.82.103.211 dengan API Key HOTFB0STDQSCWX711T3V terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 6483194482460141) Gaji Rp 50jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 4,000,000 ke Bank BCA rek 3846490339 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 2295334532365642) Gaji Rp 37jt.
Keuangan,"Transfer Rp 3,000,000 ke Bank BRI rek 8722173852 a/n Rizky Pratama."
Keuangan,"Transfer Rp 17,000,000 ke Bank BNI rek 7315221468 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 9.238.108.83 dengan API Key JNUQ0FTRC82J18CMAT9B terdeteksi.
Keuangan,"Transfer Rp 94,000,000 ke Bank BNI rek 0287486208 a/n Rizky Pratama."
Keuangan,"Transfer Rp 4,000,000 ke Bank BRI rek 7600619400 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 199.207.50.114 dengan API Key 8TBAXRR8HCR063YU8Y0G terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 71.197.144.255 dengan API Key IJQH3V653KZZGZUKY8QC terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 6250158608686145) Gaji Rp 40jt.
Keuangan,"Transfer Rp 59,000,000 ke Bank BCA rek 6490050401 a/n Rizky Pratama."
Keuangan,"Transfer Rp 94,000,000 ke Bank BRI rek 6315879919 a/n Rizky Pratama."
HRD,Data Karyawan: Budi Santoso (NIK: 7170918054752251) Gaji Rp 43jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 25,000,000 ke Bank BRI rek 2569224343 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 91,000,000 ke Bank Mandiri rek 4485513838 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 8,000,000 ke Bank BRI rek 3992837875 a/n Dewi Lestari."
Keuangan,"Transfer Rp 84,000,000 ke Bank Mandiri rek 7451320572 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 68.134.64.71 dengan API Key TN951ZBXBVNVGOMDJEBF terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 3695621069380821) Gaji Rp 41jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 231.154.168.25 dengan API Key E8UK3C6F4CZDIJM69BIJ terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 8838025865549835) Gaji Rp 46jt.
HRD,Data Karyawan: Siti Aminah (NIK: 7048805885784853) Gaji Rp 30jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 6571380326266796) Gaji Rp 15jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 48.18.196.152 dengan API Key W3IBG54I1UT0Q4Y0072D terdeteksi.
Keuangan,"Transfer Rp 84,000,000 ke Bank BCA rek 4129837415 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Siti Aminah (NIK: 7919350816692881) Gaji Rp 15jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 30,000,000 ke Bank BCA rek 0501220813 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 66.6.175.127 dengan API Key ZDPBN9CAIH0AKRQNKNJA terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 5462428912465157) Gaji Rp 39jt.
Keuangan,"Transfer Rp 61,000,000 ke Bank BRI rek 2863432781 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 188.91.110.243 dengan API Key FFSKY7NDX99IW1AEXSJM terdeteksi.
IT Security,Peringatan: Akses server via IP 4.11.66.246 dengan API Key C51D4TUDDYA7CLQSTLUY terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 5431797967530925) Gaji Rp 29jt.
HRD,Data Karyawan: Budi Santoso (NIK: 7153712357962248) Gaji Rp 34jt.
Keuangan,"Transfer Rp 31,000,000 ke Bank BNI rek 5943086450 a/n Budi Santoso."
HRD,Data Karyawan: Siti Aminah (NIK: 1568742091595109) Gaji Rp 26jt.
IT Security,Peringatan: Akses server via IP 167.198.9.46 dengan API Key 38MF2U4TLLJNPY47I9AR terdeteksi.
Keuangan,"Transfer Rp 28,000,000 ke Bank BRI rek 3652939287 a/n Dewi Lestari."
Keuangan,"Transfer Rp 34,000,000 ke Bank BNI rek 3312188319 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 11,000,000 ke Bank BCA rek 0829510242 a/n Ahmad Hidayat."
HRD,Data Karyawan: Dewi Lestari (NIK: 1773636369837349) Gaji Rp 9jt.
HRD,Data Karyawan: Siti Aminah (NIK: 0953946106021141) Gaji Rp 34jt.
HRD,Data Karyawan: Budi Santoso (NIK: 6768501026419929) Gaji Rp 38jt.
IT Security,Peringatan: Akses server via IP 134.132.66.26 dengan API Key 89X8YKHOSQLLOSS57VLD terdeteksi.
Keuangan,"Transfer Rp 82,000,000 ke Bank BNI rek 2816218640 a/n Budi Santoso."
HRD,Data Karyawan: Dewi Lestari (NIK: 0626086525170123) Gaji Rp 32jt.
HRD,Data Karyawan: Siti Aminah (NIK: 8667230918491247) Gaji Rp 36jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 7,000,000 ke Bank Mandiri rek 2135469375 a/n Siti Aminah."
HRD,Data Karyawan: Budi Santoso (NIK: 5085860824863018) Gaji Rp 50jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 3358610474547591) Gaji Rp 9jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 9897460539076497) Gaji Rp 6jt.
HRD,Data Karyawan: Siti Aminah (NIK: 3122990629192274) Gaji Rp 47jt.
HRD,Data Karyawan: Siti Aminah (NIK: 5906959579916952) Gaji Rp 18jt.
IT Security,Peringatan: Akses server via IP 118.204.208.231 dengan API Key J1XCFC0A7EIM0Z1GW1NU terdeteksi.
IT Security,Peringatan: Akses server via IP 229.178.227.110 dengan API Key 2XSDFP5L4PXWWPW6V852 terdeteksi.
IT Security,Peringatan: Akses server via IP 201.175.42.130 dengan API Key 1A6DPHMJQ4HM1MLI43HU terdeteksi.
IT Security,Peringatan: Akses server via IP 30.246.118.43 dengan API Key U1SF0CWHZYVB1BT7SOKW terdeteksi.
Keuangan,"Transfer Rp 84,000,000 ke Bank BNI rek 3195722141 a/n Rizky Pratama."
Keuangan,"Transfer Rp 63,000,000 ke Bank BNI rek 7596655227 a/n Budi Santoso."
HRD,Data Karyawan: Budi Santoso (NIK: 2859397500667340) Gaji Rp 41jt.
HRD,Data Karyawan: Siti Aminah (NIK: 9233319786428243) Gaji Rp 29jt.
Keuangan,"Transfer Rp 38,000,000 ke Bank BRI rek 6686726990 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 78.171.58.33 dengan API Key JAHQEEBK1PM694OX9ZYN terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 2918851773203039) Gaji Rp 34jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 165.115.102.178 dengan API Key XBM770XDYVI91I8CWZKF terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 4729144382710769) Gaji Rp 15jt.
IT Security,Peringatan: Akses server via IP 238.150.79.98 dengan API Key LXHIS6JJVRLTD7ADG8XV terdeteksi.
Keuangan,"Transfer Rp 50,000,000 ke Bank BNI rek 2273655524 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 7158892932260261) Gaji Rp 35jt.
HRD,Data Karyawan: Budi Santoso (NIK: 2198652259257655) Gaji Rp 5jt.
Keuangan,"Transfer Rp 26,000,000 ke Bank BNI rek 9659497622 a/n Siti Aminah."
HRD,Data Karyawan: Rizky Pratama (NIK: 7136982856102102) Gaji Rp 18jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 220.74.188.197 dengan API Key AAHXG1IQVSRLB97HGE0B terdeteksi.
IT Security,Peringatan: Akses server via IP 4.57.192.229 dengan API Key 1PVPU11RPNYGYJQN8PDM terdeteksi.
Keuangan,"Transfer Rp 44,000,000 ke Bank BCA rek 9220952301 a/n Dewi Lestari."
Keuangan,"Transfer Rp 88,000,000 ke Bank BNI rek 0526424389 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 27,000,000 ke Bank Mandiri rek 1165730964 a/n Siti Aminah."
Keuangan,"Transfer Rp 63,000,000 ke Bank BNI rek 1851422660 a/n Budi Santoso."
HRD,Data Karyawan: Siti Aminah (NIK: 4364804585620048) Gaji Rp 42jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 9,000,000 ke Bank BRI rek 1012748634 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 158.24.98.7 dengan API Key 2SKJ3PMFYP1GMFD5G648 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 7141098308607026) Gaji Rp 49jt.
HRD,Data Karyawan: Budi Santoso (NIK: 0135092527367332) Gaji Rp 47jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 54.202.5.191 dengan API Key 4YWVAPTO7FLCOZF5HZHX terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 1365545445207596) Gaji Rp 47jt.
IT Security,Peringatan: Akses server via IP 165.3.234.187 dengan API Key HK6D6BN8EZ9F4S5ZJQ1V terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 97.28.213.11 dengan API Key D80MXZBN1533GL01GRY9 terdeteksi.
Keuangan,"Transfer Rp 24,000,000 ke Bank BNI rek 6421265530 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 85.188.172.242 dengan API Key ISQBZP9HEZH0MAP5OJ3N terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 5430919943303407) Gaji Rp 31jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 238.135.108.40 dengan API Key X1US4469ZYNL9BVUE5KD terdeteksi.
Keuangan,"Transfer Rp 93,000,000 ke Bank BRI rek 9241992920 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 14,000,000 ke Bank Mandiri rek 6168977611 a/n Dewi Lestari."
Keuangan,"Transfer Rp 13,000,000 ke Bank BNI rek 2822774546 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 68.125.198.201 dengan API Key W1HKVN9LLI7OA35KFT7N terdeteksi.
IT Security,Peringatan: Akses server via IP 117.52.157.192 dengan API Key G3ZD8KQNUUHDUBFYPKCY terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 0686365428553043) Gaji Rp 30jt.
Keuangan,"Transfer Rp 53,000,000 ke Bank BRI rek 0292896456 a/n Siti Aminah."
Keuangan,"Transfer Rp 99,000,000 ke Bank Mandiri rek 9767137354 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Dewi Lestari (NIK: 3405180803934459) Gaji Rp 12jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 14,000,000 ke Bank BCA rek 6868319717 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 135.169.255.233 dengan API Key 7Z5G9QLZMLXTQUZIPYGQ terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 8168787853848518) Gaji Rp 43jt.
IT Security,Peringatan: Akses server via IP 229.82.239.210 dengan API Key 2SPOE0JKXV9GVD2U0D4G terdeteksi.
Keuangan,"Transfer Rp 59,000,000 ke Bank Mandiri rek 6125964309 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 19,000,000 ke Bank BNI rek 6228185531 a/n Rizky Pratama."
Keuangan,"Transfer Rp 8,000,000 ke Bank BNI rek 9131568053 a/n Rizky Pratama."
Keuangan,"Transfer Rp 31,000,000 ke Bank BCA rek 0769674923 a/n Rizky Pratama."
Keuangan,"Transfer Rp 80,000,000 ke Bank BRI rek 0069726127 a/n Rizky Pratama."
Keuangan,"Transfer Rp 45,000,000 ke Bank Mandiri rek 2879139588 a/n Ahmad Hidayat."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1655805573144903) Gaji Rp 44jt.
IT Security,Peringatan: Akses server via IP 74.179.235.239 dengan API Key UF39EK1YX9SJY6XQT7ZX terdeteksi.
Keuangan,"Transfer Rp 26,000,000 ke Bank BNI rek 5782262738 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 73,000,000 ke Bank Mandiri rek 5852556151 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 243.11.128.35 dengan API Key UT556XV02BMVVWVABL8S terdeteksi.
Keuangan,"Transfer Rp 98,000,000 ke Bank BNI rek 5935488901 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 8380047401255153) Gaji Rp 28jt.
Keuangan,"Transfer Rp 54,000,000 ke Bank Mandiri rek 3279497731 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 9271770133138363) Gaji Rp 6jt.
Keuangan,"Transfer Rp 35,000,000 ke Bank BCA rek 2329289218 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 100,000,000 ke Bank Mandiri rek 8868917165 a/n Dewi Lestari."
HRD,Data Karyawan: Rizky Pratama (NIK: 5458478271977449) Gaji Rp 15jt.
Keuangan,"Transfer Rp 15,000,000 ke Bank BRI rek 6276423832 a/n Dewi Lestari."
Keuangan,"Transfer Rp 80,000,000 ke Bank BNI rek 6723095033 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5278888069619806) Gaji Rp 5jt.
Keuangan,"Transfer Rp 15,000,000 ke Bank BNI rek 0426142891 a/n Siti Aminah."
HRD,Data Karyawan: Siti Aminah (NIK: 2728079647735551) Gaji Rp 9jt.
IT Security,Peringatan: Akses server via IP 131.191.45.59 dengan API Key XJUW9HHHJNZS3B5V3KO8 terdeteksi.
IT Security,Peringatan: Akses server via IP 211.193.158.143 dengan API Key D7R5ZZXY6CQJO0E5ETOE terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 6819506491825275) Gaji Rp 43jt.
HRD,Data Karyawan: Siti Aminah (NIK: 5917740488198438) Gaji Rp 10jt.
Keuangan,"Transfer Rp 27,000,000 ke Bank Mandiri rek 4134594382 a/n Ahmad Hidayat."
HRD,Data Karyawan: Rizky Pratama (NIK: 4828714166068427) Gaji Rp 46jt.
IT Security,Peringatan: Akses server via IP 18.179.64.36 dengan API Key A63X0KVK8R1CSPPS7SYH terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5937876966750463) Gaji Rp 19jt.
IT Security,Peringatan: Akses server via IP 153.7.141.32 dengan API Key KB552V93UXL2877UF8XS terdeteksi.
Keuangan,"Transfer Rp 21,000,000 ke Bank BNI rek 6233471770 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 209.103.9.144 dengan API Key OV2KRKXBZM6XUKQWNZ1H terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 6596922083168386) Gaji Rp 41jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 8631412322719767) Gaji Rp 10jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 4230202232436883) Gaji Rp 34jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 83,000,000 ke Bank Mandiri rek 3266117849 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 109.42.205.139 dengan API Key ZBAG234MUWXBVDVJK0DB terdeteksi.
Keuangan,"Transfer Rp 12,000,000 ke Bank Mandiri rek 5642065903 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 155.6.63.251 dengan API Key L28DN3A1APHS2V7M42PG terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 88,000,000 ke Bank BRI rek 8597159144 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 40.205.152.61 dengan API Key 7ZUFMWQLC448GK9SGGTM terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 1907360067658820) Gaji Rp 12jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 8882841288232659) Gaji Rp 16jt.
IT Security,Peringatan: Akses server via IP 148.103.25.37 dengan API Key QWP607LSOB6LCTM5B4IK terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 232.164.249.165 dengan API Key Q4F8E29Z703IH7EGJOBA terdeteksi.
Keuangan,"Transfer Rp 79,000,000 ke Bank BCA rek 1193344666 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 158.135.93.212 dengan API Key 18XV3GKS06YYSN43ZSA7 terdeteksi.
Keuangan,"Transfer Rp 42,000,000 ke Bank BNI rek 4645821656 a/n Rizky Pratama."
HRD,Data Karyawan: Budi Santoso (NIK: 2948301389576741) Gaji Rp 45jt.
IT Security,Peringatan: Akses server via IP 71.191.122.154 dengan API Key 169SYCYSR0DAI6ZKO3RI terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 7220509089821723) Gaji Rp 39jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 5036620704661841) Gaji Rp 16jt.
Keuangan,"Transfer Rp 8,000,000 ke Bank BNI rek 5339837077 a/n Rizky Pratama."
Keuangan,"Transfer Rp 74,000,000 ke Bank BNI rek 2981046450 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 46,000,000 ke Bank BNI rek 7591785784 a/n Rizky Pratama."
Keuangan,"Transfer Rp 92,000,000 ke Bank BRI rek 7599694340 a/n Dewi Lestari."
Keuangan,"Transfer Rp 45,000,000 ke Bank BCA rek 6236955085 a/n Rizky Pratama."
Keuangan,"Transfer Rp 16,000,000 ke Bank BCA rek 9206920714 a/n Ahmad Hidayat."
HRD,Data Karyawan: Rizky Pratama (NIK: 4558467709932895) Gaji Rp 18jt.
Keuangan,"Transfer Rp 96,000,000 ke Bank BNI rek 2845249030 a/n Rizky Pratama."
HRD,Data Karyawan: Budi Santoso (NIK: 1122085060217342) Gaji Rp 9jt.
Keuangan,"Transfer Rp 88,000,000 ke Bank BCA rek 1640407535 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 97.209.135.153 dengan API Key N2ZDJKBV0SMP69NNH7QF terdeteksi.
IT Security,Peringatan: Akses server via IP 244.55.236.152 dengan API Key AC3A4YBJJ0WYJA4MF81T terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 109.148.233.96 dengan API Key KPYSCHJDFQNKQVO690E1 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 229.228.239.253 dengan API Key OG4EW4TTOEFGMBYA3WZQ terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 6723582612305478) Gaji Rp 6jt.
Keuangan,"Transfer Rp 86,000,000 ke Bank BNI rek 1797706996 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 163.238.144.226 dengan API Key TX0BFVRK4S66GG2CHURL terdeteksi.
IT Security,Peringatan: Akses server via IP 220.127.92.167 dengan API Key X9OV9TUCIZOMZYA35PHD terdeteksi.
